title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Nepal view treks and expedition pbtltd,4.77190569744597,0,"['Adrenaline & Extreme Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Tour guide,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Daniel Collins,4.77190569744597,0,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Prakash Dhakhwa,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Mountain Path Trek,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Skailash,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Trekholic,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Lakeview Day Spa and Apartments,4.77190569744597,0,['Escape Games'],False,False,False,True,True,False,False,False,False,,
Pipal Bot,4.77190569744597,0,['Historic Sites'],True,True,False,False,False,False,False,False,False,,
Osho's People,4.77190569744597,0,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False,,
OneSeed Expeditions - Nepal,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Development Tourism,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
VokLaagyo,4.77190569744597,0,['Food Tours'],False,False,False,False,True,False,True,False,False,,
Northsky Holidays Travels and Tours PvtLtd,4.77190569744597,0,"['Parasailing & Paragliding', 'River Rafting & Tubing']",False,False,False,True,False,False,False,False,False,,
Swissa's Mountain Way Trekking,4.77190569744597,0,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,,
Able Adventure Pvt Ltd,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Botanical Treks & Excursion,4.77190569744597,0,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
trioplus technology,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Step By Step Yoga Journey,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Kailash Adventure Kathmandu,4.77190569744597,0,"['Taxis & Shuttles', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False,,
SK Pashmina Industries,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Eternal Himalaya Adventure Treks,4.77190569744597,0,"['Parasailing & Paragliding', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
jatra,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Handicrafts Collections,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
High Vision Adventure Trek,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Haeorum Himalaya Trekking,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Wild Roots and Pineapple Adventure,4.77190569744597,0,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Om Prakash Bista,4.77190569744597,0,"['Parasailing & Paragliding', 'Factory Tours']",False,False,False,True,False,False,False,False,False,,
Travel Life Adventures - Nepal,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Stunning Nepal - Trekking Agency in Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Shangrila Knit,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Urgen monastery,4.77190569744597,0,['Private Tours'],False,False,True,False,False,False,False,False,False,,
KB Adventure Nepal Pvt Ltd,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Safaris']",False,False,False,True,False,False,False,False,False,,
Seti Karnali Mahseer Fishing,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Outdoor Expeditions,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Haeorum Himalaya Treks,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Heaven Nepal,4.77190569744597,0,"['Eco Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Barada Tours and Travels,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
FBA Groups,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Everest Region Trek,4.77190569744597,0,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Trekoteli,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Enlightenment,4.77190569744597,0,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False,,
Dhading Travels,4.77190569744597,0,"['Parasailing & Paragliding', 'City Tours']",False,False,False,True,False,False,False,False,False,,
Yatra Sansar Travel and Trek Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Servantrip NPL Airport Transfers,4.77190569744597,0,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Nature Heaven Treks & Expedition,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Dolphin Tours and Travels P Ltd,4.77190569744597,0,"['Helicopter Tours', 'Safaris']",False,False,True,True,False,False,False,False,False,,
Imagine Nepal Team,4.77190569744597,0,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Himalayan Alpine Adventure Treks & Expedition,4.77190569744597,0,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Travel Expedition Privat Limited,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Osho's People,4.77190569744597,0,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Kolpa Store,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Visa Travels & Tours - Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'Photography Tours']",False,False,False,True,False,False,False,False,False,,
7D-6N Chitwan Lumbini Tour from Nepal,4.77190569744597,0,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Human welfare committee,4.77190569744597,0,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Find Ways Adventure,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Uma Holidays,4.77190569744597,0,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Himalayan Hawk Adventure Trekking and Expedition,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
World Touch Treks & Expedition,4.77190569744597,0,"['Private Tours', 'Nature & Wildlife Tours']",False,False,True,False,False,False,False,False,False,,
Quad Bike Nepal,4.77190569744597,0,"['4WD, ATV & Off-Road Tours']",False,False,False,True,False,False,False,False,False,,
Candid Photoshoot in Nepal by Travographer,4.77190569744597,0,['Photography Tours'],False,False,False,True,False,False,False,False,False,,
Navigator Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'Photography Tours']",False,False,False,True,False,False,False,False,False,,
Yetautaa Travels And Tours Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Trekting Tours & Expedition PvtLtd,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Club Travel & Tours,4.77190569744597,0,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Amazing Grace Shop,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Sarthak Travels,4.77190569744597,0,"['Helicopter Tours', 'Balloon Rides']",False,False,True,True,False,False,False,False,False,,
Himalayan Pursuit,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Transit Nepal Travel and Tours,4.77190569744597,0,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False,,
Sherpa Yak Land Treks Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Mandal Travels,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Firante Travels and Tours Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Grand Nepal Tours And Travels PvtLtd,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Firante Tours and Travels Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Annapurna Base Camp Trekking 9 Days,4.77190569744597,0,"['Bike Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Everest Base Camp Helicopter Tour,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Imperial Holidays,4.77190569744597,0,"['River Rafting & Tubing', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
Special Trek & Expedition,4.77190569744597,0,"['Safaris', 'Climbing Tours']",False,False,True,True,False,False,False,False,False,,
Exotic Vacations Nepal,4.77190569744597,0,"['Helicopter Tours', 'Bike Tours']",False,False,True,True,False,False,False,False,False,,
Himalayan Paradise Trek & Expedition PLtd,4.77190569744597,0,"['Safaris', 'Walking Tours']",False,False,True,True,False,False,False,False,False,,
Nepal Singapore Tours,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Best Nepal Guide,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Makalu Holidays,4.77190569744597,0,"['Parasailing & Paragliding', 'Paint & Pottery Studios']",False,False,False,True,False,False,False,False,False,,
Walk with lucky kali,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Safaris']",False,False,False,True,False,False,False,False,False,,
Sajal Dahal Ltd,4.77190569744597,0,['Walking Tours'],False,False,False,False,False,False,False,False,False,,
Treks Nepal,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
White Snow Adventure Treks & Expedition Pvt Ltd,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Stupa Trekking and Cultural Adventures Pvt Ltd,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Anjal Limbu,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
【Comfortable ride】Private airport transfer in Kathmandu,4.77190569744597,0,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Seti Devi Temple,4.77190569744597,0,['Religious Sites'],True,True,False,False,False,False,False,False,True,,
Sunny Kailash,4.77190569744597,0,"['Helicopter Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Singhabahini Temple,4.77190569744597,0,['Religious Sites'],True,True,False,False,False,False,False,False,True,,
Eternal Himalaya Adventure Treks,4.77190569744597,0,"['Bike Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
8D-7N Upper Mustang Jeep Tour From Nepal,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Loyal Travels & Tours,4.77190569744597,0,"['Cultural Tours', 'Nature & Wildlife Tours']",False,True,False,False,False,False,False,False,True,,
Shiv Tattva Yog School,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Ashmita Thapa,4.77190569744597,0,['Cooking Classes'],False,False,False,False,False,False,True,False,False,,
asdfsad,4.77190569744597,0,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Unique Express Tours and Travels,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Dorje Trek Nepal,4.77190569744597,0,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Best Adventure Travels,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Incounters,4.77190569744597,0,"['Multi-day Tours', 'Boat Tours']",True,False,False,False,False,False,False,False,False,,
Paradise Himalayan Journey,4.77190569744597,0,"['Private Tours', 'Day Trips']",False,False,True,False,False,False,False,False,False,,
The Local Project Nepal,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Hills Trek PvtLtd,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Adventure Trek in Nepal,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Everest Base Camp Trek,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
EHT Travel,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Batas Holidays,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Everest Heli Tours - Day Tours,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
abc,4.77190569744597,0,"['Canyoning & Rappelling Tours', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
Himalayan Getaway,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Kailash Tirtha Yatra,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
